hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,337,2015,February,2,7,2,9,4,2,0,FB,DEU,Corporate,Direct,1,2,2,B,D,0,Non Refund,234,,19,Transient,149.46,1,2,Canceled,2015-01-23
Resort Hotel,0,117,2016,December,15,25,4,9,1,0,1,SC,USA,Online TA,TA/TO,0,0,1,A,D,3,Non Refund,367,,15,Transient,149.46,1,2,No-Show,2017-01-27
City Hotel,1,39,2017,May,40,12,3,6,3,2,1,BB,ITA,Offline TA/TO,Corporate,1,2,4,A,D,2,Refundable,414,,8,Transient-Party,149.46,2,0,No-Show,2015-11-14
Resort Hotel,0,115,2016,December,6,16,2,7,4,0,1,HB,DEU,Direct,Direct,1,2,3,C,F,1,Non Refund,497,,12,Contract,149.46,1,2,No-Show,2017-03-15
City Hotel,0,109,2017,February,28,21,1,4,2,2,1,Undefined,PRT,Direct,Direct,1,2,2,G,F,4,No Deposit,99,,7,Group,149.46,2,1,Canceled,2016-07-06
City Hotel,0,31,2016,December,32,29,0,7,1,2,0,FB,ITA,Offline TA/TO,TA/TO,1,2,2,D,E,3,Refundable,396,,3,Group,149.46,1,2,No-Show,2017-03-07
Resort Hotel,0,240,2016,July,13,4,1,9,1,2,1,BB,FRA,Corporate,Corporate,1,2,1,D,D,1,Non Refund,30,,4,Transient,149.46,2,1,No-Show,2017-03-11
City Hotel,1,215,2016,August,46,13,3,1,1,2,0,FB,ITA,Online TA,TA/TO,1,0,3,E,F,3,Non Refund,365,,12,Contract,149.46,2,5,No-Show,2016-11-17
Resort Hotel,1,143,2016,May,30,27,3,7,2,2,0,BB,BRA,Online TA,Corporate,0,2,0,B,C,1,Non Refund,58,,15,Group,149.46,0,3,Canceled,2015-12-02
Resort Hotel,0,359,2016,November,32,31,4,6,1,0,1,BB,ESP,Offline TA/TO,GDS,0,1,0,C,E,0,Refundable,20,,13,Transient-Party,149.46,2,1,Check-Out,2015-04-11
City Hotel,1,304,2016,December,28,21,1,10,1,1,0,BB,DEU,Direct,GDS,1,0,3,D,B,2,Non Refund,198,,11,Transient,149.46,0,1,No-Show,2016-11-29
City Hotel,0,225,2016,June,22,29,1,6,2,2,0,SC,FRA,Online TA,TA/TO,1,2,1,D,E,3,Non Refund,293,,9,Contract,149.46,0,1,Check-Out,2015-08-09
City Hotel,1,355,2017,July,41,9,2,1,3,2,0,HB,USA,Online TA,GDS,0,1,4,D,C,4,No Deposit,342,,0,Transient,149.46,0,5,Check-Out,2017-08-29
Resort Hotel,1,68,2017,December,16,31,0,6,2,0,1,SC,BRA,Corporate,TA/TO,1,1,2,C,E,0,Non Refund,211,,19,Group,149.46,1,5,Check-Out,2016-12-21
Resort Hotel,1,274,2015,June,38,28,3,6,3,0,0,Undefined,BRA,Corporate,GDS,1,2,1,B,F,1,Refundable,262,,13,Group,149.46,1,0,Canceled,2015-11-29
Resort Hotel,1,280,2016,July,27,30,3,1,3,2,1,BB,FRA,Online TA,TA/TO,0,2,2,C,F,0,Refundable,392,,4,Transient-Party,149.46,1,5,Check-Out,2017-11-08
Resort Hotel,1,287,2015,May,31,28,3,2,3,1,1,Undefined,ESP,Offline TA/TO,Direct,1,1,0,E,D,2,Refundable,362,,11,Transient,149.46,0,5,Canceled,2017-08-10
City Hotel,1,2,2015,August,33,17,2,2,2,1,0,BB,GBR,Corporate,Corporate,0,0,3,B,G,0,No Deposit,86,,19,Contract,149.46,0,3,No-Show,2017-08-20
Resort Hotel,0,41,2015,December,5,6,4,1,1,0,1,FB,PRT,Direct,TA/TO,1,0,1,G,F,0,Non Refund,33,,16,Transient,149.46,1,4,Canceled,2015-09-11
Resort Hotel,1,181,2015,March,3,27,0,7,2,0,0,HB,GBR,Corporate,TA/TO,1,0,4,A,C,2,Refundable,97,,12,Group,149.46,1,4,Check-Out,2016-05-24
City Hotel,1,253,2015,December,4,22,1,7,3,2,1,SC,Other,Online TA,Direct,1,1,3,F,B,0,No Deposit,197,,10,Contract,149.46,0,1,No-Show,2016-06-18
Resort Hotel,0,10,2016,June,30,6,0,4,1,1,0,Undefined,NLD,Corporate,GDS,0,2,2,G,C,0,No Deposit,442,,17,Transient,149.46,1,1,Canceled,2017-01-15
Resort Hotel,0,27,2017,January,30,26,4,7,3,2,1,BB,GBR,Offline TA/TO,TA/TO,1,2,2,C,F,0,Non Refund,343,,11,Transient-Party,149.46,1,1,No-Show,2017-12-07
Resort Hotel,1,186,2016,May,23,20,3,4,1,1,0,Undefined,GBR,Corporate,Corporate,1,0,2,G,B,0,No Deposit,428,,3,Transient,149.46,1,4,Canceled,2016-11-12
City Hotel,1,284,2017,October,3,30,1,2,1,0,0,BB,NLD,Corporate,GDS,0,1,3,A,B,3,Refundable,83,,9,Group,149.46,1,1,Canceled,2016-07-01
Resort Hotel,0,106,2016,September,17,28,3,5,3,2,0,BB,NLD,Direct,TA/TO,0,0,1,D,A,2,Non Refund,199,,16,Contract,149.46,0,4,No-Show,2016-03-30
Resort Hotel,0,241,2017,November,20,10,3,9,2,0,0,BB,ITA,Offline TA/TO,GDS,1,0,0,F,E,1,Refundable,255,,14,Group,149.46,2,0,Check-Out,2016-08-16
Resort Hotel,0,81,2017,July,19,13,4,3,3,1,1,Undefined,ESP,Offline TA/TO,TA/TO,0,1,2,B,A,0,Refundable,58,,10,Transient,149.46,2,5,No-Show,2015-06-26
Resort Hotel,1,268,2015,May,20,30,0,8,1,1,0,FB,PRT,Direct,Corporate,0,1,2,F,C,3,Refundable,108,,12,Group,149.46,2,4,Canceled,2016-05-01
Resort Hotel,1,355,2016,January,23,20,4,10,4,1,0,HB,DEU,Online TA,Direct,0,2,3,E,F,2,Non Refund,342,,3,Transient-Party,149.46,1,4,No-Show,2017-03-21
Resort Hotel,0,183,2015,February,30,17,3,1,3,1,0,HB,Other,Direct,Direct,1,1,0,F,F,4,Non Refund,31,,1,Contract,149.46,2,3,Canceled,2017-09-12
City Hotel,0,81,2015,November,19,28,4,6,1,0,1,FB,USA,Corporate,TA/TO,1,0,4,A,B,3,Refundable,272,,16,Contract,149.46,0,4,Canceled,2015-03-09
Resort Hotel,0,225,2015,December,6,19,1,5,1,1,0,SC,DEU,Corporate,TA/TO,1,1,2,G,G,3,Non Refund,303,,2,Group,149.46,0,2,Check-Out,2015-08-17
Resort Hotel,1,99,2015,November,17,12,3,10,1,2,0,Undefined,USA,Offline TA/TO,Direct,0,2,4,D,C,0,Non Refund,133,,14,Group,149.46,2,0,Canceled,2016-09-03
City Hotel,0,67,2015,April,16,16,2,1,3,0,0,Undefined,FRA,Corporate,TA/TO,1,1,3,D,D,0,Refundable,197,,1,Transient-Party,149.46,1,2,Canceled,2015-06-19
Resort Hotel,0,308,2015,December,40,20,0,2,4,1,0,HB,USA,Direct,GDS,1,2,3,G,A,0,Non Refund,496,,19,Transient,149.46,0,3,Canceled,2015-02-02
Resort Hotel,0,44,2016,April,29,3,1,5,3,2,1,SC,BRA,Corporate,GDS,0,2,4,D,D,4,Non Refund,289,,15,Group,149.46,2,1,Canceled,2015-03-16
Resort Hotel,0,181,2015,August,7,9,0,1,1,0,0,Undefined,DEU,Corporate,Direct,1,0,2,E,B,4,Refundable,478,,1,Contract,149.46,1,5,Check-Out,2015-12-10
City Hotel,1,297,2015,February,25,5,2,2,4,1,1,Undefined,DEU,Direct,TA/TO,1,1,4,C,G,4,Refundable,140,,14,Transient-Party,149.46,2,4,Canceled,2016-10-21
City Hotel,0,394,2016,December,44,12,1,8,4,1,1,HB,ESP,Direct,Corporate,1,2,1,A,A,0,Non Refund,201,,8,Transient-Party,149.46,2,2,Check-Out,2016-08-24
Resort Hotel,1,288,2017,December,48,15,1,3,3,1,1,SC,ESP,Online TA,Direct,0,2,1,G,E,3,No Deposit,442,,18,Transient-Party,149.46,1,1,Canceled,2017-08-13
Resort Hotel,0,233,2015,May,1,16,2,3,2,0,1,SC,ESP,Direct,Corporate,1,1,4,C,G,0,Refundable,40,,0,Transient,149.46,1,1,Canceled,2017-08-03
City Hotel,0,350,2016,October,39,13,4,2,3,0,1,SC,DEU,Online TA,GDS,0,2,3,G,E,4,Non Refund,65,,12,Transient-Party,149.46,2,2,Check-Out,2017-07-08
Resort Hotel,0,0,2017,August,28,29,1,7,1,1,0,FB,NLD,Corporate,GDS,0,2,2,F,G,1,Non Refund,473,,9,Contract,149.46,0,2,No-Show,2016-07-27
City Hotel,1,236,2016,August,28,10,1,8,1,2,0,SC,FRA,Online TA,TA/TO,1,0,2,A,D,4,Refundable,443,,12,Transient-Party,149.46,1,2,Check-Out,2015-03-26
City Hotel,1,37,2015,July,27,5,4,9,2,0,1,BB,ITA,Direct,TA/TO,0,2,1,E,F,2,Refundable,225,,19,Transient-Party,149.46,0,0,Check-Out,2015-04-17
Resort Hotel,0,279,2016,October,47,30,2,10,3,0,0,SC,DEU,Online TA,GDS,1,0,1,E,G,1,No Deposit,432,,7,Contract,149.46,0,5,Canceled,2015-07-04
Resort Hotel,0,39,2015,November,25,5,3,2,1,0,1,HB,DEU,Corporate,GDS,1,1,4,F,A,0,Non Refund,65,,18,Contract,149.46,2,0,Check-Out,2016-08-12
Resort Hotel,1,131,2015,February,1,23,0,5,3,2,1,BB,USA,Corporate,Corporate,1,1,3,A,A,4,Non Refund,406,,8,Contract,149.46,2,0,No-Show,2017-08-01
Resort Hotel,0,147,2016,September,9,3,2,4,2,2,0,Undefined,Other,Direct,Direct,0,0,0,E,A,0,No Deposit,487,,14,Contract,149.46,0,2,Check-Out,2017-10-01
Resort Hotel,0,18,2016,June,35,3,4,5,3,1,1,BB,GBR,Corporate,TA/TO,1,2,2,G,A,1,No Deposit,72,,1,Group,149.46,1,5,No-Show,2016-03-25
Resort Hotel,0,91,2015,May,48,25,3,9,2,2,1,SC,Other,Corporate,Corporate,1,2,3,E,A,1,No Deposit,41,,5,Transient,149.46,1,3,Canceled,2015-05-06
Resort Hotel,0,172,2015,July,50,28,1,10,1,1,0,BB,ITA,Offline TA/TO,GDS,1,1,2,C,E,3,Refundable,58,,9,Group,149.46,0,0,Canceled,2017-08-23
Resort Hotel,1,149,2015,December,43,18,1,1,2,0,1,SC,PRT,Direct,GDS,0,1,1,A,E,0,No Deposit,364,,17,Transient,149.46,1,3,No-Show,2015-04-22
Resort Hotel,0,371,2017,April,4,27,3,5,2,1,1,Undefined,ESP,Direct,Corporate,0,2,4,F,D,2,Refundable,425,,8,Group,149.46,0,0,Canceled,2015-09-11
Resort Hotel,1,60,2017,May,17,25,2,2,3,0,1,FB,Other,Corporate,TA/TO,0,0,1,E,C,0,Refundable,391,,15,Transient,149.46,1,0,Canceled,2016-10-20
Resort Hotel,1,388,2016,May,6,19,4,10,2,0,0,Undefined,NLD,Offline TA/TO,GDS,1,1,2,G,B,2,Non Refund,462,,3,Group,149.46,1,5,No-Show,2016-02-28
Resort Hotel,1,31,2016,August,26,12,3,8,2,0,0,BB,PRT,Online TA,Direct,1,2,2,G,C,1,Non Refund,333,,5,Transient-Party,149.46,2,1,Check-Out,2016-04-09
City Hotel,0,115,2015,May,35,18,3,6,1,2,1,HB,NLD,Offline TA/TO,TA/TO,1,0,0,A,E,1,Non Refund,65,,10,Transient-Party,149.46,2,3,No-Show,2017-01-14
City Hotel,0,206,2015,July,14,7,0,10,3,1,0,HB,NLD,Offline TA/TO,Corporate,0,1,4,D,C,4,No Deposit,323,,10,Group,149.46,1,2,No-Show,2016-07-02
City Hotel,1,345,2015,February,7,19,4,10,2,1,0,SC,USA,Direct,Direct,0,2,1,D,D,1,Non Refund,225,,9,Transient-Party,149.46,2,0,Check-Out,2017-10-29
Resort Hotel,0,291,2016,July,18,9,1,1,1,0,0,Undefined,DEU,Offline TA/TO,GDS,0,0,2,B,A,2,Refundable,182,,2,Transient,149.46,0,0,Check-Out,2015-04-17
City Hotel,1,280,2017,September,37,11,4,9,3,1,1,Undefined,DEU,Direct,TA/TO,1,2,1,B,B,1,No Deposit,177,,14,Transient-Party,149.46,1,1,Check-Out,2015-04-05
Resort Hotel,1,194,2016,September,52,26,3,2,3,0,0,Undefined,DEU,Corporate,Direct,1,0,0,A,G,4,Non Refund,304,,12,Contract,149.46,0,0,Canceled,2017-07-18
City Hotel,1,180,2016,October,16,8,3,8,3,2,0,FB,Other,Direct,TA/TO,0,0,2,D,D,1,Non Refund,153,,2,Contract,149.46,2,0,No-Show,2016-04-30
City Hotel,1,69,2015,December,36,28,0,8,3,0,0,BB,Other,Corporate,GDS,1,2,0,B,B,1,Non Refund,216,,19,Transient-Party,149.46,1,3,No-Show,2016-02-01
City Hotel,1,7,2015,December,40,2,3,3,3,2,0,SC,USA,Offline TA/TO,Direct,1,1,1,A,D,4,Refundable,234,,10,Transient-Party,149.46,1,5,Canceled,2017-12-08
City Hotel,1,306,2015,July,36,4,2,8,3,0,0,HB,GBR,Direct,TA/TO,0,1,3,B,D,1,Non Refund,102,,18,Transient,149.46,2,1,No-Show,2015-01-08
Resort Hotel,1,70,2015,April,12,23,1,2,3,2,0,FB,USA,Direct,Corporate,1,0,3,F,G,4,Refundable,254,,18,Transient-Party,149.46,1,5,Check-Out,2016-03-20
City Hotel,1,26,2016,November,49,22,1,9,3,0,0,BB,PRT,Direct,GDS,1,1,0,A,D,4,No Deposit,76,,18,Transient-Party,149.46,0,2,No-Show,2017-03-09
Resort Hotel,0,326,2017,December,22,30,1,10,1,2,0,Undefined,BRA,Corporate,TA/TO,0,1,1,C,G,4,Non Refund,441,,11,Group,149.46,2,0,No-Show,2017-07-04
Resort Hotel,0,292,2017,March,23,5,3,7,2,2,0,HB,ITA,Corporate,TA/TO,0,0,0,C,F,2,Refundable,145,,16,Transient-Party,149.46,2,2,No-Show,2017-07-10
Resort Hotel,1,41,2017,January,42,10,3,9,3,1,0,Undefined,FRA,Offline TA/TO,TA/TO,0,1,3,A,F,1,No Deposit,308,,18,Contract,149.46,2,0,Check-Out,2015-05-18
City Hotel,0,39,2016,January,49,1,1,6,2,1,0,FB,DEU,Offline TA/TO,GDS,0,2,4,E,F,0,Non Refund,228,,10,Transient,149.46,2,2,No-Show,2016-10-06
City Hotel,1,74,2016,November,29,16,3,8,4,1,0,Undefined,USA,Online TA,Direct,1,1,3,A,E,1,Refundable,120,,18,Group,149.46,2,5,Check-Out,2017-02-19
City Hotel,0,220,2017,February,13,11,1,6,4,0,1,BB,USA,Offline TA/TO,Corporate,1,1,0,D,E,0,No Deposit,88,,1,Transient-Party,149.46,2,2,Check-Out,2015-08-11
City Hotel,1,372,2016,August,26,20,4,5,3,2,0,FB,DEU,Offline TA/TO,TA/TO,0,0,2,A,A,2,No Deposit,23,,10,Group,149.46,2,2,No-Show,2017-07-30
City Hotel,1,53,2017,February,1,23,2,6,4,0,0,HB,ITA,Offline TA/TO,GDS,1,1,2,F,C,0,Non Refund,105,,2,Group,149.46,2,0,Check-Out,2016-01-16
City Hotel,0,169,2015,November,45,9,1,2,4,1,1,FB,USA,Online TA,GDS,0,2,0,B,E,4,No Deposit,405,,10,Transient,149.46,0,4,No-Show,2018-01-01
City Hotel,0,6,2016,November,2,14,3,3,4,1,0,BB,FRA,Corporate,TA/TO,0,1,3,E,A,1,Non Refund,464,,10,Group,149.46,0,0,Check-Out,2016-08-09
City Hotel,0,110,2017,May,50,19,2,8,1,1,1,Undefined,ESP,Corporate,Direct,1,2,4,C,F,4,Non Refund,371,,13,Transient-Party,149.46,1,5,No-Show,2016-06-16
City Hotel,0,338,2016,October,1,1,2,10,1,1,0,BB,ITA,Offline TA/TO,Direct,1,2,4,E,F,0,Refundable,41,,7,Group,149.46,0,2,No-Show,2015-08-23
Resort Hotel,1,348,2016,February,35,1,3,3,3,1,1,FB,GBR,Offline TA/TO,GDS,0,1,2,A,G,1,No Deposit,245,,5,Transient,149.46,0,2,No-Show,2016-09-06
Resort Hotel,0,314,2015,March,9,13,3,9,2,2,0,SC,ITA,Offline TA/TO,GDS,1,0,4,F,E,2,Non Refund,232,,6,Group,149.46,1,1,Canceled,2017-05-16
Resort Hotel,0,372,2017,December,25,4,2,6,3,2,0,HB,ESP,Direct,Corporate,0,2,0,E,G,1,Refundable,55,,11,Group,149.46,1,4,Canceled,2017-12-20
Resort Hotel,0,293,2015,December,39,22,3,5,1,1,1,BB,GBR,Online TA,Direct,1,2,3,A,D,1,Non Refund,318,,9,Transient,149.46,0,2,No-Show,2017-02-09
Resort Hotel,0,101,2016,November,13,7,2,9,4,2,0,Undefined,GBR,Offline TA/TO,GDS,0,2,3,A,A,3,Refundable,292,,9,Contract,149.46,0,2,Canceled,2016-11-03
Resort Hotel,1,308,2017,June,42,17,4,6,3,2,0,FB,Other,Direct,Direct,0,0,4,E,F,4,No Deposit,354,,8,Transient-Party,149.46,2,3,No-Show,2016-12-10
City Hotel,0,273,2015,December,29,28,3,9,3,2,0,SC,ITA,Offline TA/TO,Corporate,1,1,4,E,C,4,Refundable,10,,11,Transient-Party,149.46,1,2,Canceled,2017-05-05
Resort Hotel,0,131,2016,February,38,7,4,3,3,0,1,SC,USA,Offline TA/TO,Direct,0,2,3,F,D,2,Refundable,268,,18,Transient-Party,149.46,1,1,Check-Out,2016-06-30
City Hotel,1,301,2016,September,31,2,4,6,4,1,1,BB,FRA,Corporate,GDS,1,2,4,C,C,0,Non Refund,414,,13,Transient-Party,149.46,1,5,Canceled,2015-01-08
Resort Hotel,0,221,2016,June,15,5,0,3,3,0,0,SC,DEU,Direct,TA/TO,0,0,2,C,E,4,Non Refund,388,,17,Group,149.46,0,3,Check-Out,2016-04-19
City Hotel,1,381,2016,August,24,19,1,10,1,1,1,BB,USA,Corporate,Direct,0,1,1,D,D,0,No Deposit,377,,13,Transient,149.46,0,4,Check-Out,2015-04-20
City Hotel,1,337,2017,February,21,9,2,8,1,0,1,HB,Other,Corporate,GDS,0,1,3,E,G,2,Refundable,228,,5,Group,149.46,2,4,Check-Out,2016-06-20
Resort Hotel,1,298,2015,June,12,16,0,4,1,1,1,SC,BRA,Corporate,TA/TO,0,2,3,G,D,4,Non Refund,60,,0,Contract,149.46,2,1,Canceled,2015-10-28
City Hotel,0,100,2015,March,15,30,1,5,2,0,0,FB,Other,Corporate,GDS,0,0,0,B,G,0,No Deposit,279,,18,Group,149.46,2,3,Check-Out,2015-11-07
Resort Hotel,0,50,2017,November,19,24,1,1,3,0,1,FB,Other,Online TA,GDS,1,1,4,B,A,3,No Deposit,414,,6,Transient,149.46,0,0,Check-Out,2015-11-14
City Hotel,1,155,2015,March,19,17,3,5,3,2,0,Undefined,FRA,Online TA,Direct,1,0,1,G,F,0,No Deposit,101,,16,Contract,149.46,1,2,Canceled,2017-03-26
Resort Hotel,1,25,2017,August,35,21,1,1,2,1,1,Undefined,NLD,Corporate,Corporate,0,1,0,B,B,2,Refundable,19,,4,Transient-Party,149.46,2,3,Canceled,2016-11-06
Resort Hotel,0,193,2015,December,47,17,3,10,2,1,1,BB,ESP,Offline TA/TO,Direct,0,0,4,C,C,2,Non Refund,496,,7,Group,149.46,2,1,Check-Out,2016-05-05
Resort Hotel,0,300,2016,February,23,17,3,9,4,0,1,FB,ESP,Online TA,TA/TO,0,2,4,E,D,2,Refundable,225,,6,Group,149.46,1,2,Check-Out,2015-06-01
Resort Hotel,0,9,2017,December,36,20,0,6,3,1,1,HB,GBR,Direct,Direct,0,1,0,E,C,4,Refundable,147,,6,Group,149.46,1,3,Canceled,2016-02-28
Resort Hotel,1,9,2017,April,34,25,1,4,1,1,1,Undefined,ITA,Offline TA/TO,Corporate,1,2,0,F,B,4,No Deposit,117,,7,Transient,149.46,0,4,Check-Out,2016-08-02
City Hotel,1,317,2017,February,37,31,0,3,2,2,0,FB,PRT,Offline TA/TO,Direct,1,1,2,C,C,3,Non Refund,329,,6,Transient-Party,149.46,0,2,Check-Out,2016-11-17
City Hotel,1,223,2015,January,38,21,3,5,3,1,0,FB,USA,Corporate,Direct,0,2,1,C,D,4,Refundable,354,,1,Group,149.46,2,5,No-Show,2015-01-24
City Hotel,1,40,2017,July,31,31,2,10,4,2,0,FB,BRA,Direct,TA/TO,1,2,4,E,B,4,Refundable,126,,5,Contract,149.46,1,4,Canceled,2017-11-29
Resort Hotel,1,45,2016,December,30,3,4,3,1,0,1,SC,FRA,Offline TA/TO,GDS,1,1,3,B,D,4,Refundable,201,,4,Transient,149.46,1,0,No-Show,2016-10-15
Resort Hotel,1,363,2016,August,16,26,0,8,1,0,1,Undefined,FRA,Offline TA/TO,GDS,0,0,1,E,A,0,Non Refund,348,,1,Transient-Party,149.46,2,1,Canceled,2016-01-13
City Hotel,1,112,2017,January,5,3,1,7,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,4,D,G,4,No Deposit,114,,11,Contract,149.46,0,0,No-Show,2015-08-10
Resort Hotel,1,2,2015,April,40,28,1,9,2,2,1,BB,ESP,Online TA,TA/TO,1,2,1,A,B,3,Non Refund,154,,0,Transient,149.46,2,0,No-Show,2016-04-27
Resort Hotel,0,307,2017,May,47,22,3,2,4,0,0,SC,GBR,Direct,Direct,1,1,4,A,F,2,Refundable,410,,7,Contract,149.46,1,1,Check-Out,2015-09-03
City Hotel,1,321,2017,March,23,9,2,1,3,1,1,Undefined,Other,Offline TA/TO,GDS,1,1,1,A,D,4,Non Refund,153,,1,Group,149.46,0,5,Canceled,2017-06-15
City Hotel,1,379,2017,September,30,2,0,8,4,0,0,SC,DEU,Direct,TA/TO,0,0,0,B,G,4,No Deposit,1,,6,Transient-Party,149.46,0,5,Canceled,2017-03-23
City Hotel,0,183,2016,April,7,1,4,10,3,2,1,Undefined,ITA,Offline TA/TO,Direct,0,2,0,A,B,2,Non Refund,255,,10,Group,149.46,1,1,Canceled,2015-12-14
City Hotel,0,349,2015,July,34,19,4,1,1,0,0,Undefined,ITA,Online TA,GDS,1,1,1,F,A,0,No Deposit,58,,7,Contract,149.46,2,2,Canceled,2017-04-24
City Hotel,1,116,2016,January,13,22,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,3,A,G,4,Non Refund,304,,11,Group,149.46,1,4,Check-Out,2016-05-01
City Hotel,0,332,2015,February,42,2,2,5,2,2,1,HB,GBR,Corporate,TA/TO,0,0,0,B,F,0,Non Refund,293,,5,Transient,149.46,1,5,Canceled,2016-07-10
City Hotel,0,108,2015,September,42,7,1,10,2,0,0,SC,ESP,Offline TA/TO,Direct,0,0,0,A,D,0,Non Refund,435,,3,Transient,149.46,2,0,Canceled,2016-12-30
Resort Hotel,0,285,2015,February,1,20,1,1,3,0,0,SC,DEU,Online TA,Corporate,1,2,3,C,D,4,Refundable,259,,5,Transient,149.46,1,3,No-Show,2015-09-28
Resort Hotel,0,390,2016,August,14,8,4,5,4,1,1,FB,GBR,Direct,TA/TO,0,2,0,C,C,0,Refundable,430,,14,Contract,149.46,0,1,Canceled,2015-03-14
City Hotel,0,36,2015,July,49,24,0,9,3,1,0,FB,FRA,Offline TA/TO,Corporate,1,2,2,C,D,2,Refundable,441,,6,Contract,149.46,2,1,Check-Out,2017-07-09
Resort Hotel,0,229,2017,May,10,31,4,9,3,0,1,Undefined,DEU,Direct,Corporate,1,2,3,B,E,1,No Deposit,84,,9,Group,149.46,1,1,No-Show,2016-09-06
City Hotel,1,310,2017,September,30,9,2,3,4,2,1,HB,DEU,Offline TA/TO,TA/TO,1,1,1,F,B,3,Non Refund,425,,5,Contract,149.46,1,5,Check-Out,2016-03-28
City Hotel,0,328,2015,October,37,25,2,7,3,0,0,FB,Other,Direct,Direct,0,2,4,F,B,4,Refundable,32,,8,Contract,149.46,0,5,Canceled,2016-11-17
Resort Hotel,0,355,2017,July,38,5,4,6,4,0,1,BB,BRA,Direct,Corporate,0,1,4,F,F,1,Refundable,123,,5,Group,149.46,2,5,No-Show,2016-11-19
City Hotel,0,129,2017,December,42,24,3,4,1,0,1,BB,ITA,Direct,Corporate,0,2,4,C,E,0,Non Refund,485,,11,Transient,149.46,2,0,Canceled,2016-09-30
Resort Hotel,0,139,2015,May,8,4,4,1,1,2,0,Undefined,PRT,Offline TA/TO,TA/TO,1,0,2,B,D,3,Refundable,466,,8,Group,149.46,2,4,Check-Out,2015-09-02
City Hotel,0,357,2015,August,39,5,0,2,4,1,1,FB,NLD,Direct,TA/TO,0,2,2,A,C,2,Non Refund,483,,4,Transient-Party,149.46,2,0,Check-Out,2015-12-12
Resort Hotel,0,110,2016,October,17,28,4,5,2,2,0,SC,NLD,Corporate,Direct,0,0,4,C,D,0,Non Refund,428,,13,Transient-Party,149.46,1,5,No-Show,2015-02-20
City Hotel,0,202,2015,May,45,5,1,4,1,0,0,Undefined,PRT,Corporate,GDS,1,0,3,D,E,2,Non Refund,362,,10,Transient,149.46,2,0,No-Show,2017-06-16
Resort Hotel,0,79,2017,September,13,22,3,5,3,0,0,Undefined,DEU,Direct,Direct,0,1,1,G,B,2,Refundable,442,,1,Contract,149.46,2,5,No-Show,2015-09-08
City Hotel,0,354,2015,February,39,16,0,3,2,2,0,BB,ITA,Direct,TA/TO,1,2,0,E,C,0,Non Refund,355,,8,Transient,149.46,0,2,Canceled,2017-06-06
Resort Hotel,1,267,2017,September,49,10,0,1,2,0,1,BB,DEU,Offline TA/TO,Direct,1,1,4,A,D,2,Refundable,133,,6,Transient,149.46,0,3,No-Show,2016-05-31
Resort Hotel,0,89,2015,July,40,18,2,10,4,1,1,Undefined,Other,Direct,GDS,1,0,2,A,G,1,Refundable,464,,4,Transient,149.46,0,3,No-Show,2016-03-30
Resort Hotel,0,306,2015,December,26,8,1,7,2,1,0,BB,PRT,Offline TA/TO,TA/TO,1,0,4,C,F,0,No Deposit,378,,9,Transient-Party,149.46,2,2,Check-Out,2016-02-27
Resort Hotel,1,370,2015,December,31,7,4,1,3,0,0,HB,ESP,Corporate,GDS,0,0,0,F,A,2,Non Refund,245,,14,Contract,149.46,2,5,No-Show,2015-04-04
City Hotel,1,108,2016,February,18,28,0,1,1,0,0,HB,ITA,Offline TA/TO,Direct,0,1,0,D,G,3,No Deposit,312,,8,Contract,149.46,1,4,Canceled,2015-05-18
Resort Hotel,1,0,2017,March,52,4,0,8,1,1,1,Undefined,BRA,Online TA,TA/TO,0,1,2,B,B,3,Refundable,481,,12,Transient,149.46,2,5,Check-Out,2015-05-16
City Hotel,1,291,2016,January,46,5,0,7,1,0,1,SC,GBR,Direct,Corporate,0,0,2,F,C,0,Non Refund,455,,4,Group,149.46,2,1,Check-Out,2017-07-11
City Hotel,0,395,2015,May,38,2,2,7,2,1,0,Undefined,USA,Offline TA/TO,GDS,1,2,1,B,E,4,Non Refund,142,,17,Contract,149.46,1,5,Canceled,2015-08-25
Resort Hotel,0,303,2015,August,24,29,2,4,3,2,0,SC,GBR,Online TA,GDS,0,1,4,E,D,0,No Deposit,102,,10,Transient-Party,149.46,1,1,No-Show,2015-10-15
City Hotel,1,390,2015,December,44,19,2,1,3,0,1,SC,PRT,Direct,Direct,1,0,1,G,F,4,Non Refund,228,,15,Transient-Party,149.46,2,3,Check-Out,2016-05-25
City Hotel,1,168,2017,November,13,3,4,7,4,1,1,BB,USA,Direct,Direct,1,2,2,B,F,3,Refundable,239,,15,Group,149.46,0,0,No-Show,2016-08-23
City Hotel,0,102,2016,June,8,9,4,2,2,2,1,FB,Other,Online TA,Corporate,0,0,2,A,C,2,Non Refund,288,,10,Contract,149.46,1,3,Check-Out,2015-03-10
